t_s,stroke_deg,pitch_deg,alpha_deg,speed_mps
0.23580,25.887,44.600,44.600,0.19588
0.23590,25.717,44.604,44.604,0.19617
0.23600,25.547,44.607,44.607,0.19647
0.23610,25.376,44.610,44.610,0.19676
0.23620,25.205,44.613,44.613,0.19704
0.23630,25.034,44.616,44.616,0.19733
0.23640,24.863,44.619,44.619,0.19761
0.23650,24.691,44.622,44.622,0.19789
0.23660,24.519,44.625,44.625,0.19817
0.23670,24.347,44.628,44.628,0.19845
0.23680,24.174,44.631,44.631,0.19873
0.23690,24.002,44.633,44.633,0.19900
0.23700,23.829,44.636,44.636,0.19927
0.23710,23.656,44.639,44.639,0.19954
0.23720,23.482,44.641,44.641,0.19981
0.23730,23.309,44.644,44.644,0.20008
0.23740,23.135,44.647,44.647,0.20034
0.23750,22.961,44.649,44.649,0.20060
0.23760,22.787,44.652,44.652,0.20086
0.23770,22.612,44.654,44.654,0.20112
0.23780,22.438,44.657,44.657,0.20138
0.23790,22.263,44.659,44.659,0.20163
0.23800,22.087,44.661,44.661,0.20188
0.23810,21.912,44.664,44.664,0.20213
0.23820,21.737,44.666,44.666,0.20238
0.23830,21.561,44.668,44.668,0.20263
0.23840,21.385,44.670,44.670,0.20287
0.23850,21.208,44.673,44.673,0.20311
0.23860,21.032,44.675,44.675,0.20335
0.23870,20.855,44.677,44.677,0.20359
0.23880,20.679,44.679,44.679,0.20383
0.23890,20.502,44.681,44.681,0.20406
0.23900,20.324,44.683,44.683,0.20429
0.23910,20.147,44.685,44.685,0.20452
0.23920,19.969,44.687,44.687,0.20475
0.23930,19.791,44.689,44.689,0.20498
0.23940,19.613,44.691,44.691,0.20520
0.23950,19.435,44.693,44.693,0.20542
0.23960,19.257,44.695,44.695,0.20564
0.23970,19.078,44.696,44.696,0.20586
0.23980,18.899,44.698,44.698,0.20608
0.23990,18.720,44.700,44.700,0.20629
0.24000,18.541,44.702,44.702,0.20650
0.24010,18.362,44.703,44.703,0.20671
0.24020,18.182,44.705,44.705,0.20692
0.24030,18.002,44.707,44.707,0.20713
0.24040,17.822,44.708,44.708,0.20733
0.24050,17.642,44.710,44.710,0.20753
0.24060,17.462,44.712,44.712,0.20773
0.24070,17.282,44.713,44.713,0.20793
0.24080,17.101,44.715,44.715,0.20813
0.24090,16.920,44.716,44.716,0.20832
0.24100,16.739,44.718,44.718,0.20851
0.24110,16.558,44.719,44.719,0.20870
0.24120,16.377,44.721,44.721,0.20889
0.24130,16.196,44.722,44.722,0.20907
0.24140,16.014,44.724,44.724,0.20925
0.24150,15.832,44.725,44.725,0.20944
0.24160,15.650,44.726,44.726,0.20961
0.24170,15.468,44.728,44.728,0.20979
0.24180,15.286,44.729,44.729,0.20997
0.24190,15.104,44.730,44.730,0.21014
0.24200,14.921,44.731,44.731,0.21031
0.24210,14.739,44.733,44.733,0.21048
0.24220,14.556,44.734,44.734,0.21064
0.24230,14.373,44.735,44.735,0.21081
0.24240,14.190,44.736,44.736,0.21097
0.24250,14.007,44.737,44.737,0.21113
0.24260,13.823,44.739,44.739,0.21129
0.24270,13.640,44.740,44.740,0.21145
0.24280,13.456,44.741,44.741,0.21160
0.24290,13.272,44.742,44.742,0.21175
0.24300,13.089,44.743,44.743,0.21190
0.24310,12.905,44.744,44.744,0.21205
0.24320,12.720,44.745,44.745,0.21220
0.24330,12.536,44.746,44.746,0.21234
0.24340,12.352,44.747,44.747,0.21248
0.24350,12.167,44.748,44.748,0.21262
0.24360,11.983,44.749,44.749,0.21276
0.24370,11.798,44.750,44.750,0.21289
0.24380,11.613,44.751,44.751,0.21303
0.24390,11.428,44.752,44.752,0.21316
0.24400,11.243,44.753,44.753,0.21329
0.24410,11.058,44.753,44.753,0.21341
0.24420,10.872,44.754,44.754,0.21354
0.24430,10.687,44.755,44.755,0.21366
0.24440,10.501,44.756,44.756,0.21378
0.24450,10.316,44.757,44.757,0.21390
0.24460,10.130,44.758,44.758,0.21401
0.24470,9.944,44.758,44.758,0.21413
0.24480,9.758,44.759,44.759,0.21424
0.24490,9.572,44.760,44.760,0.21435
0.24500,9.386,44.760,44.760,0.21446
0.24510,9.200,44.761,44.761,0.21456
0.24520,9.014,44.762,44.762,0.21467
0.24530,8.827,44.762,44.762,0.21477
0.24540,8.641,44.763,44.763,0.21487
0.24550,8.454,44.764,44.764,0.21497
0.24560,8.267,44.764,44.764,0.21506
0.24570,8.081,44.765,44.765,0.21515
0.24580,7.894,44.766,44.766,0.21524
0.24590,7.707,44.766,44.766,0.21533
0.24600,7.520,44.767,44.767,0.21542
0.24610,7.333,44.767,44.767,0.21550
0.24620,7.146,44.768,44.768,0.21559
0.24630,6.959,44.768,44.768,0.21567
0.24640,6.771,44.769,44.769,0.21574
0.24650,6.584,44.769,44.769,0.21582
0.24660,6.397,44.770,44.770,0.21589
0.24670,6.209,44.770,44.770,0.21597
0.24680,6.022,44.771,44.771,0.21604
0.24690,5.834,44.771,44.771,0.21610
0.24700,5.646,44.771,44.771,0.21617
0.24710,5.459,44.772,44.772,0.21623
0.24720,5.271,44.772,44.772,0.21629
0.24730,5.083,44.773,44.773,0.21635
0.24740,4.895,44.773,44.773,0.21641
0.24750,4.708,44.773,44.773,0.21646
0.24760,4.520,44.774,44.774,0.21651
0.24770,4.332,44.774,44.774,0.21656
0.24780,4.144,44.774,44.774,0.21661
0.24790,3.956,44.775,44.775,0.21666
0.24800,3.767,44.775,44.775,0.21670
0.24810,3.579,44.775,44.775,0.21674
0.24820,3.391,44.775,44.775,0.21678
0.24830,3.203,44.776,44.776,0.21682
0.24840,3.015,44.776,44.776,0.21686
0.24850,2.826,44.776,44.776,0.21689
0.24860,2.638,44.776,44.776,0.21692
0.24870,2.450,44.776,44.776,0.21695
0.24880,2.261,44.777,44.777,0.21698
0.24890,2.073,44.777,44.777,0.21700
0.24900,1.885,44.777,44.777,0.21702
0.24910,1.696,44.777,44.777,0.21704
0.24920,1.508,44.777,44.777,0.21706
0.24930,1.319,44.777,44.777,0.21708
0.24940,1.131,44.777,44.777,0.21709
0.24950,0.942,44.777,44.777,0.21710
0.24960,0.754,44.777,44.777,0.21711
0.24970,0.565,44.777,44.777,0.21712
0.24980,0.377,44.777,44.777,0.21713
0.24990,0.188,44.777,44.777,0.21713
0.25000,0.000,44.777,44.777,0.21713
0.25010,-0.188,44.777,44.777,0.21713
0.25020,-0.377,44.777,44.777,0.21713
0.25030,-0.565,44.777,44.777,0.21712
0.25040,-0.754,44.777,44.777,0.21711
0.25050,-0.942,44.777,44.777,0.21710
0.25060,-1.131,44.777,44.777,0.21709
0.25070,-1.319,44.777,44.777,0.21708
0.25080,-1.508,44.777,44.777,0.21706
0.25090,-1.696,44.777,44.777,0.21704
0.25100,-1.885,44.777,44.777,0.21702
0.25110,-2.073,44.777,44.777,0.21700
0.25120,-2.261,44.777,44.777,0.21698
0.25130,-2.450,44.776,44.776,0.21695
0.25140,-2.638,44.776,44.776,0.21692
0.25150,-2.826,44.776,44.776,0.21689
0.25160,-3.015,44.776,44.776,0.21686
0.25170,-3.203,44.776,44.776,0.21682
0.25180,-3.391,44.775,44.775,0.21678
0.25190,-3.579,44.775,44.775,0.21674
0.25200,-3.767,44.775,44.775,0.21670
0.25210,-3.956,44.775,44.775,0.21666
0.25220,-4.144,44.774,44.774,0.21661
0.25230,-4.332,44.774,44.774,0.21656
0.25240,-4.520,44.774,44.774,0.21651
0.25250,-4.708,44.773,44.773,0.21646
0.25260,-4.895,44.773,44.773,0.21641
0.25270,-5.083,44.773,44.773,0.21635
0.25280,-5.271,44.772,44.772,0.21629
0.25290,-5.459,44.772,44.772,0.21623
0.25300,-5.646,44.771,44.771,0.21617
0.25310,-5.834,44.771,44.771,0.21610
0.25320,-6.022,44.771,44.771,0.21604
0.25330,-6.209,44.770,44.770,0.21597
0.25340,-6.397,44.770,44.770,0.21589
0.25350,-6.584,44.769,44.769,0.21582
0.25360,-6.771,44.769,44.769,0.21574
0.25370,-6.959,44.768,44.768,0.21567
0.25380,-7.146,44.768,44.768,0.21559
0.25390,-7.333,44.767,44.767,0.21550
0.25400,-7.520,44.767,44.767,0.21542
0.25410,-7.707,44.766,44.766,0.21533
0.25420,-7.894,44.766,44.766,0.21524
0.25430,-8.081,44.765,44.765,0.21515
0.25440,-8.267,44.764,44.764,0.21506
0.25450,-8.454,44.764,44.764,0.21497
0.25460,-8.641,44.763,44.763,0.21487
0.25470,-8.827,44.762,44.762,0.21477
0.25480,-9.014,44.762,44.762,0.21467
0.25490,-9.200,44.761,44.761,0.21456
0.25500,-9.386,44.760,44.760,0.21446
0.25510,-9.572,44.760,44.760,0.21435
0.25520,-9.758,44.759,44.759,0.21424
0.25530,-9.944,44.758,44.758,0.21413
0.25540,-10.130,44.758,44.758,0.21401
0.25550,-10.316,44.757,44.757,0.21390
0.25560,-10.501,44.756,44.756,0.21378
0.25570,-10.687,44.755,44.755,0.21366
0.25580,-10.872,44.754,44.754,0.21354
0.25590,-11.058,44.753,44.753,0.21341
0.25600,-11.243,44.753,44.753,0.21329
0.25610,-11.428,44.752,44.752,0.21316
0.25620,-11.613,44.751,44.751,0.21303
0.25630,-11.798,44.750,44.750,0.21289
0.25640,-11.983,44.749,44.749,0.21276
0.25650,-12.167,44.748,44.748,0.21262
0.25660,-12.352,44.747,44.747,0.21248
0.25670,-12.536,44.746,44.746,0.21234
0.25680,-12.720,44.745,44.745,0.21220
0.25690,-12.905,44.744,44.744,0.21205
0.25700,-13.089,44.743,44.743,0.21190
0.25710,-13.272,44.742,44.742,0.21175
0.25720,-13.456,44.741,44.741,0.21160
0.25730,-13.640,44.740,44.740,0.21145
0.25740,-13.823,44.739,44.739,0.21129
0.25750,-14.007,44.737,44.737,0.21113
0.25760,-14.190,44.736,44.736,0.21097
0.25770,-14.373,44.735,44.735,0.21081
0.25780,-14.556,44.734,44.734,0.21064
0.25790,-14.739,44.733,44.733,0.21048
0.25800,-14.921,44.731,44.731,0.21031
0.25810,-15.104,44.730,44.730,0.21014
0.25820,-15.286,44.729,44.729,0.20997
0.25830,-15.468,44.728,44.728,0.20979
0.25840,-15.650,44.726,44.726,0.20961
0.25850,-15.832,44.725,44.725,0.20944
0.25860,-16.014,44.724,44.724,0.20925
0.25870,-16.196,44.722,44.722,0.20907
0.25880,-16.377,44.721,44.721,0.20889
0.25890,-16.558,44.719,44.719,0.20870
0.25900,-16.739,44.718,44.718,0.20851
0.25910,-16.920,44.716,44.716,0.20832
0.25920,-17.101,44.715,44.715,0.20813
0.25930,-17.282,44.713,44.713,0.20793
0.25940,-17.462,44.712,44.712,0.20773
0.25950,-17.642,44.710,44.710,0.20753
0.25960,-17.822,44.708,44.708,0.20733
0.25970,-18.002,44.707,44.707,0.20713
0.25980,-18.182,44.705,44.705,0.20692
0.25990,-18.362,44.703,44.703,0.20671
0.26000,-18.541,44.702,44.702,0.20650
0.26010,-18.720,44.700,44.700,0.20629
0.26020,-18.899,44.698,44.698,0.20608
0.26030,-19.078,44.696,44.696,0.20586
0.26040,-19.257,44.695,44.695,0.20564
0.26050,-19.435,44.693,44.693,0.20542
0.26060,-19.613,44.691,44.691,0.20520
0.26070,-19.791,44.689,44.689,0.20498
0.26080,-19.969,44.687,44.687,0.20475
0.26090,-20.147,44.685,44.685,0.20452
0.26100,-20.324,44.683,44.683,0.20429
0.26110,-20.502,44.681,44.681,0.20406
0.26120,-20.679,44.679,44.679,0.20383
0.26130,-20.855,44.677,44.677,0.20359
0.26140,-21.032,44.675,44.675,0.20335
0.26150,-21.208,44.673,44.673,0.20311
0.26160,-21.385,44.670,44.670,0.20287
0.26170,-21.561,44.668,44.668,0.20263
0.26180,-21.737,44.666,44.666,0.20238
0.26190,-21.912,44.664,44.664,0.20213
0.26200,-22.087,44.661,44.661,0.20188
0.26210,-22.263,44.659,44.659,0.20163
0.26220,-22.438,44.657,44.657,0.20138
0.26230,-22.612,44.654,44.654,0.20112
0.26240,-22.787,44.652,44.652,0.20086
0.26250,-22.961,44.649,44.649,0.20060
0.26260,-23.135,44.647,44.647,0.20034
0.26270,-23.309,44.644,44.644,0.20008
0.26280,-23.482,44.641,44.641,0.19981
0.26290,-23.656,44.639,44.639,0.19954
0.26300,-23.829,44.636,44.636,0.19927
0.26310,-24.002,44.633,44.633,0.19900
0.26320,-24.174,44.631,44.631,0.19873
0.26330,-24.347,44.628,44.628,0.19845
0.26340,-24.519,44.625,44.625,0.19817
0.26350,-24.691,44.622,44.622,0.19789
0.26360,-24.863,44.619,44.619,0.19761
0.26370,-25.034,44.616,44.616,0.19733
0.26380,-25.205,44.613,44.613,0.19704
0.26390,-25.376,44.610,44.610,0.19676
0.26400,-25.547,44.607,44.607,0.19647
0.26410,-25.717,44.604,44.604,0.19617
0.26420,-25.887,44.600,44.600,0.19588
0.26430,-26.057,44.597,44.597,0.19559
0.26440,-26.227,44.594,44.594,0.19529
0.26450,-26.396,44.591,44.591,0.19499
0.26460,-26.565,44.587,44.587,0.19469
0.26470,-26.734,44.584,44.584,0.19439
0.26480,-26.903,44.580,44.580,0.19408
0.26490,-27.071,44.577,44.577,0.19377
0.26500,-27.239,44.573,44.573,0.19347
0.26510,-27.407,44.569,44.569,0.19315
0.26520,-27.575,44.566,44.566,0.19284
0.26530,-27.742,44.562,44.562,0.19253
0.26540,-27.909,44.558,44.558,0.19221
0.26550,-28.076,44.554,44.554,0.19189
0.26560,-28.242,44.550,44.550,0.19157
0.26570,-28.408,44.546,44.546,0.19125
0.26580,-28.574,44.542,44.542,0.19093
0.26590,-28.740,44.538,44.538,0.19060
0.26600,-28.905,44.534,44.534,0.19027
0.26610,-29.070,44.530,44.530,0.18994
0.26620,-29.235,44.525,44.525,0.18961
0.26630,-29.399,44.521,44.521,0.18928
0.26640,-29.564,44.516,44.516,0.18894
0.26650,-29.728,44.512,44.512,0.18861
0.26660,-29.891,44.507,44.507,0.18827
0.26670,-30.054,44.503,44.503,0.18793
0.26680,-30.217,44.498,44.498,0.18758
0.26690,-30.380,44.493,44.493,0.18724
0.26700,-30.542,44.488,44.488,0.18689
0.26710,-30.705,44.484,44.484,0.18655
0.26720,-30.866,44.479,44.479,0.18620
0.26730,-31.028,44.473,44.473,0.18584
0.26740,-31.189,44.468,44.468,0.18549
0.26750,-31.350,44.463,44.463,0.18513
0.26760,-31.510,44.458,44.458,0.18478
0.26770,-31.671,44.452,44.452,0.18442
0.26780,-31.831,44.447,44.447,0.18406
0.26790,-31.990,44.441,44.441,0.18369
0.26800,-32.150,44.436,44.436,0.18333
0.26810,-32.309,44.430,44.430,0.18296
0.26820,-32.467,44.424,44.424,0.18260
0.26830,-32.626,44.418,44.418,0.18223
0.26840,-32.784,44.413,44.413,0.18185
0.26850,-32.941,44.406,44.406,0.18148
0.26860,-33.099,44.400,44.400,0.18110
0.26870,-33.256,44.394,44.394,0.18073
0.26880,-33.413,44.388,44.388,0.18035
0.26890,-33.569,44.381,44.381,0.17997
0.26900,-33.725,44.375,44.375,0.17959
0.26910,-33.881,44.368,44.368,0.17920
0.26920,-34.036,44.361,44.361,0.17881
0.26930,-34.191,44.355,44.355,0.17843
0.26940,-34.346,44.348,44.348,0.17804
0.26950,-34.500,44.341,44.341,0.17765
0.26960,-34.654,44.333,44.333,0.17725
0.26970,-34.808,44.326,44.326,0.17686
0.26980,-34.961,44.319,44.319,0.17646
0.26990,-35.114,44.311,44.311,0.17606
0.27000,-35.267,44.304,44.304,0.17566
0.27010,-35.419,44.296,44.296,0.17526
0.27020,-35.571,44.288,44.288,0.17486
0.27030,-35.723,44.280,44.280,0.17445
0.27040,-35.874,44.272,44.272,0.17405
0.27050,-36.025,44.264,44.264,0.17364
0.27060,-36.176,44.256,44.256,0.17323
0.27070,-36.326,44.247,44.247,0.17281
0.27080,-36.476,44.239,44.239,0.17240
0.27090,-36.625,44.230,44.230,0.17198
0.27100,-36.774,44.221,44.221,0.17157
0.27110,-36.923,44.212,44.212,0.17115
0.27120,-37.072,44.203,44.203,0.17073
0.27130,-37.220,44.194,44.194,0.17031
0.27140,-37.367,44.184,44.184,0.16988
0.27150,-37.515,44.175,44.175,0.16946
0.27160,-37.661,44.165,44.165,0.16903
0.27170,-37.808,44.155,44.155,0.16860
0.27180,-37.954,44.145,44.145,0.16817
0.27190,-38.100,44.135,44.135,0.16774
0.27200,-38.245,44.125,44.125,0.16730
0.27210,-38.390,44.114,44.114,0.16687
0.27220,-38.535,44.103,44.103,0.16643
0.27230,-38.679,44.093,44.093,0.16599
0.27240,-38.823,44.082,44.082,0.16555
0.27250,-38.967,44.070,44.070,0.16511
0.27260,-39.110,44.059,44.059,0.16466
0.27270,-39.253,44.048,44.048,0.16422
0.27280,-39.395,44.036,44.036,0.16377
0.27290,-39.537,44.024,44.024,0.16332
0.27300,-39.679,44.012,44.012,0.16287
0.27310,-39.820,44.000,44.000,0.16242
0.27320,-39.961,43.987,43.987,0.16197
0.27330,-40.101,43.974,43.974,0.16151
0.27340,-40.241,43.962,43.962,0.16106
0.27350,-40.381,43.948,43.948,0.16060
0.27360,-40.520,43.935,43.935,0.16014
0.27370,-40.659,43.922,43.922,0.15968
0.27380,-40.797,43.908,43.908,0.15921
0.27390,-40.935,43.894,43.894,0.15875
0.27400,-41.073,43.880,43.880,0.15828
0.27410,-41.210,43.865,43.865,0.15781
0.27420,-41.347,43.851,43.851,0.15734
0.27430,-41.483,43.836,43.836,0.15687
0.27440,-41.619,43.821,43.821,0.15640
0.27450,-41.755,43.806,43.806,0.15593
0.27460,-41.890,43.790,43.790,0.15545
0.27470,-42.025,43.774,43.774,0.15498
0.27480,-42.159,43.758,43.758,0.15450
0.27490,-42.293,43.742,43.742,0.15402
0.27500,-42.426,43.725,43.725,0.15354
0.27510,-42.559,43.708,43.708,0.15305
0.27520,-42.692,43.691,43.691,0.15257
0.27530,-42.824,43.674,43.674,0.15208
0.27540,-42.956,43.656,43.656,0.15159
0.27550,-43.088,43.638,43.638,0.15110
0.27560,-43.219,43.620,43.620,0.15061
0.27570,-43.349,43.601,43.601,0.15012
0.27580,-43.479,43.582,43.582,0.14963
0.27590,-43.609,43.563,43.563,0.14913
0.27600,-43.738,43.543,43.543,0.14864
0.27610,-43.867,43.523,43.523,0.14814
0.27620,-43.995,43.503,43.503,0.14764
0.27630,-44.123,43.483,43.483,0.14714
0.27640,-44.251,43.462,43.462,0.14664
0.27650,-44.378,43.441,43.441,0.14613
0.27660,-44.505,43.419,43.419,0.14563
0.27670,-44.631,43.397,43.397,0.14512
0.27680,-44.756,43.375,43.375,0.14461
0.27690,-44.882,43.352,43.352,0.14410
0.27700,-45.007,43.329,43.329,0.14359
0.27710,-45.131,43.306,43.306,0.14308
0.27720,-45.255,43.282,43.282,0.14257
0.27730,-45.379,43.258,43.258,0.14205
0.27740,-45.502,43.234,43.234,0.14153
0.27750,-45.624,43.209,43.209,0.14102
0.27760,-45.747,43.183,43.183,0.14050
0.27770,-45.868,43.157,43.157,0.13998
0.27780,-45.990,43.131,43.131,0.13945
0.27790,-46.110,43.105,43.105,0.13893
0.27800,-46.231,43.077,43.077,0.13840
0.27810,-46.351,43.050,43.050,0.13788
0.27820,-46.470,43.022,43.022,0.13735
0.27830,-46.589,42.993,42.993,0.13682
0.27840,-46.708,42.964,42.964,0.13629
0.27850,-46.826,42.935,42.935,0.13576
0.27860,-46.943,42.905,42.905,0.13523
0.27870,-47.061,42.875,42.875,0.13469
0.27880,-47.177,42.844,42.844,0.13416
0.27890,-47.294,42.812,42.812,0.13362
0.27900,-47.409,42.780,42.780,0.13308
0.27910,-47.525,42.748,42.748,0.13254
0.27920,-47.639,42.715,42.715,0.13200
0.27930,-47.754,42.681,42.681,0.13146
0.27940,-47.868,42.647,42.647,0.13091
0.27950,-47.981,42.612,42.612,0.13037
0.27960,-48.094,42.577,42.577,0.12982
0.27970,-48.206,42.541,42.541,0.12928
0.27980,-48.318,42.504,42.504,0.12873
0.27990,-48.430,42.467,42.467,0.12818
0.28000,-48.541,42.429,42.429,0.12763
0.28010,-48.652,42.391,42.391,0.12707
0.28020,-48.762,42.352,42.352,0.12652
0.28030,-48.871,42.312,42.312,0.12597
0.28040,-48.980,42.272,42.272,0.12541
0.28050,-49.089,42.231,42.231,0.12485
0.28060,-49.197,42.189,42.189,0.12429
0.28070,-49.305,42.147,42.147,0.12373
0.28080,-49.412,42.104,42.104,0.12317
0.28090,-49.519,42.060,42.060,0.12261
0.28100,-49.625,42.015,42.015,0.12205
0.28110,-49.731,41.970,41.970,0.12148
0.28120,-49.836,41.924,41.924,0.12092
0.28130,-49.940,41.877,41.877,0.12035
0.28140,-50.045,41.829,41.829,0.11978
0.28150,-50.148,41.780,41.780,0.11921
0.28160,-50.252,41.731,41.731,0.11864
0.28170,-50.354,41.681,41.681,0.11807
0.28180,-50.457,41.630,41.630,0.11749
0.28190,-50.558,41.578,41.578,0.11692
0.28200,-50.660,41.525,41.525,0.11634
0.28210,-50.760,41.472,41.472,0.11577
0.28220,-50.861,41.417,41.417,0.11519
0.28230,-50.960,41.362,41.362,0.11461
0.28240,-51.060,41.305,41.305,0.11403
0.28250,-51.158,41.248,41.248,0.11345
0.28260,-51.257,41.190,41.190,0.11287
0.28270,-51.354,41.131,41.131,0.11229
0.28280,-51.452,41.070,41.070,0.11170
0.28290,-51.548,41.009,41.009,0.11112
0.28300,-51.645,40.947,40.947,0.11053
0.28310,-51.740,40.884,40.884,0.10994
0.28320,-51.835,40.819,40.819,0.10935
0.28330,-51.930,40.754,40.754,0.10876
0.28340,-52.024,40.687,40.687,0.10817
0.28350,-52.118,40.620,40.620,0.10758
0.28360,-52.211,40.551,40.551,0.10699
0.28370,-52.304,40.481,40.481,0.10639
0.28380,-52.396,40.410,40.410,0.10580
0.28390,-52.487,40.337,40.337,0.10520
0.28400,-52.578,40.264,40.264,0.10460
0.28410,-52.669,40.189,40.189,0.10401
0.28420,-52.759,40.113,40.113,0.10341
0.28430,-52.848,40.036,40.036,0.10281
0.28440,-52.937,39.957,39.957,0.10220
0.28450,-53.026,39.878,39.878,0.10160
0.28460,-53.114,39.796,39.796,0.10100
0.28470,-53.201,39.714,39.714,0.10039
0.28480,-53.288,39.630,39.630,0.09979
0.28490,-53.375,39.545,39.545,0.09918
0.28500,-53.460,39.458,39.458,0.09858
0.28510,-53.546,39.370,39.370,0.09797
0.28520,-53.630,39.281,39.281,0.09736
0.28530,-53.715,39.190,39.190,0.09675
0.28540,-53.798,39.097,39.097,0.09614
0.28550,-53.882,39.003,39.003,0.09552
0.28560,-53.964,38.908,38.908,0.09491
0.28570,-54.046,38.811,38.811,0.09430
0.28580,-54.128,38.712,38.712,0.09368
0.28590,-54.209,38.612,38.612,0.09307
0.28600,-54.290,38.510,38.510,0.09245
0.28610,-54.370,38.406,38.406,0.09183
0.28620,-54.449,38.301,38.301,0.09121
0.28630,-54.528,38.194,38.194,0.09059
0.28640,-54.606,38.086,38.086,0.08997
0.28650,-54.684,37.975,37.975,0.08935
0.28660,-54.761,37.863,37.863,0.08873
0.28670,-54.838,37.749,37.749,0.08811
0.28680,-54.914,37.633,37.633,0.08748
0.28690,-54.990,37.516,37.516,0.08686
0.28700,-55.065,37.396,37.396,0.08623
0.28710,-55.140,37.275,37.275,0.08561
0.28720,-55.214,37.151,37.151,0.08498
0.28730,-55.287,37.026,37.026,0.08435
0.28740,-55.360,36.899,36.899,0.08372
0.28750,-55.433,36.770,36.770,0.08309
0.28760,-55.505,36.639,36.639,0.08246
0.28770,-55.576,36.505,36.505,0.08183
0.28780,-55.647,36.370,36.370,0.08120
0.28790,-55.717,36.232,36.232,0.08057
0.28800,-55.787,36.093,36.093,0.07993
0.28810,-55.856,35.951,35.951,0.07930
0.28820,-55.924,35.807,35.807,0.07866
0.28830,-55.992,35.661,35.661,0.07803
0.28840,-56.060,35.513,35.513,0.07739
0.28850,-56.127,35.362,35.362,0.07675
0.28860,-56.193,35.209,35.209,0.07611
0.28870,-56.259,35.054,35.054,0.07547
0.28880,-56.324,34.897,34.897,0.07483
0.28890,-56.389,34.737,34.737,0.07419
0.28900,-56.453,34.574,34.574,0.07355
0.28910,-56.516,34.410,34.410,0.07291
0.28920,-56.579,34.243,34.243,0.07227
0.28930,-56.642,34.073,34.073,0.07162
0.28940,-56.704,33.901,33.901,0.07098
0.28950,-56.765,33.726,33.726,0.07033
0.28960,-56.826,33.549,33.549,0.06969
0.28970,-56.886,33.369,33.369,0.06904
0.28980,-56.946,33.187,33.187,0.06839
0.28990,-57.005,33.002,33.002,0.06775
0.29000,-57.063,32.815,32.815,0.06710
0.29010,-57.121,32.625,32.625,0.06645
0.29020,-57.179,32.432,32.432,0.06580
0.29030,-57.236,32.236,32.236,0.06515
0.29040,-57.292,32.038,32.038,0.06450
0.29050,-57.348,31.837,31.837,0.06385
0.29060,-57.403,31.633,31.633,0.06319
0.29070,-57.457,31.426,31.426,0.06254
0.29080,-57.511,31.217,31.217,0.06189
0.29090,-57.565,31.004,31.004,0.06123
0.29100,-57.618,30.789,30.789,0.06058
0.29110,-57.670,30.571,30.571,0.05992
0.29120,-57.722,30.350,30.350,0.05927
0.29130,-57.773,30.126,30.126,0.05861
0.29140,-57.823,29.899,29.899,0.05795
0.29150,-57.873,29.670,29.670,0.05730
0.29160,-57.923,29.437,29.437,0.05664
0.29170,-57.972,29.201,29.201,0.05598
0.29180,-58.020,28.962,28.962,0.05532
0.29190,-58.068,28.721,28.721,0.05466
0.29200,-58.115,28.476,28.476,0.05400
0.29210,-58.162,28.228,28.228,0.05334
0.29220,-58.208,27.977,27.977,0.05268
0.29230,-58.253,27.723,27.723,0.05201
0.29240,-58.298,27.466,27.466,0.05135
0.29250,-58.342,27.206,27.206,0.05069
0.29260,-58.386,26.943,26.943,0.05002
0.29270,-58.429,26.677,26.677,0.04936
0.29280,-58.472,26.407,26.407,0.04870
0.29290,-58.514,26.135,26.135,0.04803
0.29300,-58.555,25.859,25.859,0.04737
0.29310,-58.596,25.580,25.580,0.04670
0.29320,-58.636,25.298,25.298,0.04603
0.29330,-58.676,25.013,25.013,0.04537
0.29340,-58.715,24.725,24.725,0.04470
0.29350,-58.753,24.434,24.434,0.04403
0.29360,-58.791,24.139,24.139,0.04336
0.29370,-58.829,23.842,23.842,0.04269
0.29380,-58.865,23.541,23.541,0.04203
0.29390,-58.902,23.237,23.237,0.04136
0.29400,-58.937,22.930,22.930,0.04069
0.29410,-58.972,22.621,22.621,0.04002
0.29420,-59.007,22.307,22.307,0.03935
0.29430,-59.041,21.991,21.991,0.03867
0.29440,-59.074,21.672,21.672,0.03800
0.29450,-59.107,21.350,21.350,0.03733
0.29460,-59.139,21.025,21.025,0.03666
0.29470,-59.170,20.696,20.696,0.03599
0.29480,-59.201,20.365,20.365,0.03531
0.29490,-59.232,20.031,20.031,0.03464
0.29500,-59.261,19.694,19.694,0.03397
0.29510,-59.290,19.354,19.354,0.03329
0.29520,-59.319,19.010,19.010,0.03262
0.29530,-59.347,18.665,18.665,0.03194
0.29540,-59.375,18.316,18.316,0.03127
0.29550,-59.401,17.964,17.964,0.03059
0.29560,-59.428,17.610,17.610,0.02992
0.29570,-59.453,17.253,17.253,0.02924
0.29580,-59.478,16.893,16.893,0.02857
0.29590,-59.503,16.530,16.530,0.02789
0.29600,-59.527,16.165,16.165,0.02721
0.29610,-59.550,15.798,15.798,0.02654
0.29620,-59.573,15.427,15.427,0.02586
0.29630,-59.595,15.054,15.054,0.02518
0.29640,-59.617,14.679,14.679,0.02450
0.29650,-59.638,14.301,14.301,0.02383
0.29660,-59.658,13.921,13.921,0.02315
0.29670,-59.678,13.539,13.539,0.02247
0.29680,-59.697,13.154,13.154,0.02179
0.29690,-59.716,12.767,12.767,0.02111
0.29700,-59.734,12.377,12.377,0.02043
