t_ms,pitch_deg,roll_deg,height_mm
0.0000,2.0000,-2.0012,49.9999
0.1000,1.9997,-2.0012,49.9997
0.2000,1.9992,-2.0012,49.9994
0.3000,1.9986,-2.0012,49.9990
0.4000,1.9982,-2.0012,49.9985
0.5000,1.9982,-2.0012,49.9979
0.6000,1.9992,-2.0012,49.9972
0.7000,2.0014,-2.0012,49.9965
0.8000,2.0056,-2.0012,49.9957
0.9000,2.0120,-2.0012,49.9948
1.0000,2.0214,-2.0012,49.9939
1.1000,2.0342,-2.0012,49.9930
1.2000,2.0508,-2.0012,49.9921
1.3000,2.0718,-2.0013,49.9911
1.4000,2.0976,-2.0013,49.9902
1.5000,2.1284,-2.0013,49.9892
1.6000,2.1645,-2.0013,49.9883
1.7000,2.2063,-2.0013,49.9874
1.8000,2.2537,-2.0014,49.9866
1.9000,2.3068,-2.0014,49.9858
2.0000,2.3656,-2.0014,49.9851
2.1000,2.4298,-2.0015,49.9844
2.2000,2.4993,-2.0015,49.9839
2.3000,2.5737,-2.0015,49.9834
2.4000,2.6525,-2.0016,49.9830
2.5000,2.7352,-2.0016,49.9827
2.6000,2.8212,-2.0016,49.9825
2.7000,2.9096,-2.0017,49.9824
2.8000,2.9999,-2.0017,49.9825
2.9000,3.0912,-2.0018,49.9826
3.0000,3.1826,-2.0018,49.9828
3.1000,3.2734,-2.0019,49.9832
3.2000,3.3627,-2.0019,49.9837
3.3000,3.4498,-2.0020,49.9842
3.4000,3.5338,-2.0020,49.9849
3.5000,3.6141,-2.0021,49.9857
3.6000,3.6902,-2.0021,49.9865
3.7000,3.7614,-2.0022,49.9875
3.8000,3.8274,-2.0022,49.9885
3.9000,3.8880,-2.0023,49.9895
4.0000,3.9428,-2.0024,49.9906
4.1000,3.9918,-2.0024,49.9918
4.2000,4.0350,-2.0025,49.9930
4.3000,4.0725,-2.0026,49.9942
4.4000,4.1045,-2.0027,49.9955
4.5000,4.1312,-2.0028,49.9967
4.6000,4.1531,-2.0029,49.9980
4.7000,4.1703,-2.0030,49.9992
4.8000,4.1834,-2.0031,50.0004
4.9000,4.1929,-2.0032,50.0015
5.0000,4.1990,-2.0033,50.0027
5.1000,4.2023,-2.0035,50.0037
5.2000,4.2032,-2.0036,50.0047
5.3000,4.2021,-2.0037,50.0057
5.4000,4.1993,-2.0039,50.0065
5.5000,4.1951,-2.0040,50.0073
5.6000,4.1900,-2.0042,50.0080
5.7000,4.1842,-2.0043,50.0086
5.8000,4.1779,-2.0045,50.0092
5.9000,4.1716,-2.0047,50.0096
6.0000,4.1653,-2.0048,50.0099
6.1000,4.1593,-2.0050,50.0101
6.2000,4.1535,-2.0052,50.0103
6.3000,4.1481,-2.0054,50.0103
6.4000,4.1429,-2.0056,50.0102
6.5000,4.1379,-2.0058,50.0100
6.6000,4.1329,-2.0060,50.0097
6.7000,4.1276,-2.0062,50.0094
6.8000,4.1216,-2.0064,50.0089
6.9000,4.1145,-2.0066,50.0084
7.0000,4.1058,-2.0067,50.0078
7.1000,4.0951,-2.0069,50.0071
7.2000,4.0817,-2.0071,50.0063
7.3000,4.0652,-2.0072,50.0056
7.4000,4.0451,-2.0073,50.0048
7.5000,4.0210,-2.0074,50.0039
7.6000,3.9923,-2.0075,50.0031
7.7000,3.9587,-2.0076,50.0022
7.8000,3.9200,-2.0076,50.0014
7.9000,3.8759,-2.0076,50.0005
8.0000,3.8262,-2.0076,49.9997
8.1000,3.7708,-2.0076,49.9990
8.2000,3.7098,-2.0075,49.9982
8.3000,3.6433,-2.0074,49.9975
8.4000,3.5715,-2.0073,49.9969
8.5000,3.4947,-2.0072,49.9964
8.6000,3.4134,-2.0070,49.9959
8.7000,3.3280,-2.0069,49.9955
8.8000,3.2392,-2.0067,49.9952
8.9000,3.1476,-2.0065,49.9949
9.0000,3.0539,-2.0063,49.9948
9.1000,2.9590,-2.0061,49.9948
9.2000,2.8636,-2.0059,49.9948
9.3000,2.7687,-2.0057,49.9950
9.4000,2.6750,-2.0055,49.9952
9.5000,2.5833,-2.0053,49.9956
9.6000,2.4945,-2.0051,49.9961
9.7000,2.4092,-2.0050,49.9966
9.8000,2.3280,-2.0049,49.9973
9.9000,2.2516,-2.0048,49.9980
10.0000,2.1804,-2.0048,49.9988
10.1000,2.1147,-2.0048,49.9997
10.2000,2.0548,-2.0048,50.0006
10.3000,2.0009,-2.0048,50.0016
10.4000,1.9529,-2.0049,50.0027
10.5000,1.9108,-2.0051,50.0038
10.6000,1.8745,-2.0052,50.0049
10.7000,1.8436,-2.0054,50.0060
10.8000,1.8180,-2.0057,50.0072
10.9000,1.7972,-2.0060,50.0083
11.0000,1.7808,-2.0063,50.0094
11.1000,1.7685,-2.0066,50.0105
11.2000,1.7597,-2.0069,50.0115
11.3000,1.7540,-2.0073,50.0126
11.4000,1.7510,-2.0077,50.0135
11.5000,1.7503,-2.0081,50.0144
11.6000,1.7514,-2.0086,50.0153
11.7000,1.7541,-2.0090,50.0160
11.8000,1.7580,-2.0095,50.0167
11.9000,1.7627,-2.0100,50.0173
12.0000,1.7680,-2.0105,50.0179
12.1000,1.7736,-2.0110,50.0183
12.2000,1.7792,-2.0115,50.0186
12.3000,1.7846,-2.0121,50.0189
12.4000,1.7897,-2.0126,50.0190
12.5000,1.7946,-2.0132,50.0190
12.6000,1.7991,-2.0137,50.0189
12.7000,1.8035,-2.0143,50.0187
12.8000,1.8077,-2.0148,50.0185
12.9000,1.8121,-2.0154,50.0181
13.0000,1.8170,-2.0160,50.0176
13.1000,1.8228,-2.0165,50.0171
13.2000,1.8299,-2.0171,50.0165
13.3000,1.8388,-2.0176,50.0158
13.4000,1.8502,-2.0182,50.0150
13.5000,1.8644,-2.0187,50.0143
13.6000,1.8820,-2.0192,50.0135
13.7000,1.9035,-2.0197,50.0126
13.8000,1.9293,-2.0201,50.0118
13.9000,1.9599,-2.0205,50.0110
14.0000,1.9956,-2.0209,50.0101
14.1000,2.0366,-2.0213,50.0093
14.2000,2.0833,-2.0217,50.0086
14.3000,2.1356,-2.0220,50.0079
14.4000,2.1936,-2.0223,50.0072
14.5000,2.2573,-2.0226,50.0066
14.6000,2.3265,-2.0228,50.0061
14.7000,2.4010,-2.0230,50.0056
14.8000,2.4804,-2.0232,50.0053
14.9000,2.5642,-2.0234,50.0050
15.0000,2.6519,-2.0235,50.0049
15.1000,2.7428,-2.0236,50.0048
15.2000,2.8363,-2.0238,50.0048
15.3000,2.9316,-2.0239,50.0050
15.4000,3.0279,-2.0240,50.0053
15.5000,3.1244,-2.0241,50.0056
15.6000,3.2202,-2.0243,50.0061
15.7000,3.3145,-2.0244,50.0067
15.8000,3.4066,-2.0246,50.0074
15.9000,3.4956,-2.0248,50.0082
16.0000,3.5809,-2.0250,50.0091
16.1000,3.6619,-2.0252,50.0101
16.2000,3.7381,-2.0255,50.0112
16.3000,3.8091,-2.0258,50.0123
16.4000,3.8745,-2.0262,50.0135
16.5000,3.9343,-2.0266,50.0148
16.6000,3.9881,-2.0270,50.0161
16.7000,4.0362,-2.0275,50.0174
16.8000,4.0785,-2.0280,50.0188
16.9000,4.1153,-2.0286,50.0201
17.0000,4.1469,-2.0291,50.0215
17.1000,4.1735,-2.0298,50.0229
17.2000,4.1955,-2.0304,50.0243
17.3000,4.2134,-2.0311,50.0256
17.4000,4.2275,-2.0318,50.0269
17.5000,4.2384,-2.0326,50.0281
17.6000,4.2464,-2.0334,50.0293
17.7000,4.2519,-2.0342,50.0305
17.8000,4.2555,-2.0350,50.0316
17.9000,4.2573,-2.0359,50.0326
18.0000,4.2578,-2.0367,50.0335
18.1000,4.2573,-2.0376,50.0343
18.2000,4.2561,-2.0385,50.0351
18.3000,4.2545,-2.0394,50.0358
18.4000,4.2528,-2.0404,50.0363
18.5000,4.2511,-2.0414,50.0368
18.6000,4.2497,-2.0423,50.0372
18.7000,4.2485,-2.0433,50.0374
18.8000,4.2477,-2.0443,50.0376
18.9000,4.2471,-2.0453,50.0377
19.0000,4.2467,-2.0464,50.0376
19.1000,4.2462,-2.0474,50.0375
19.2000,4.2455,-2.0484,50.0372
19.3000,4.2441,-2.0494,50.0369
19.4000,4.2416,-2.0504,50.0365
19.5000,4.2375,-2.0514,50.0361
19.6000,4.2313,-2.0523,50.0355
19.7000,4.2226,-2.0533,50.0349
19.8000,4.2107,-2.0541,50.0343
19.9000,4.1952,-2.0550,50.0336
20.0000,4.1757,-2.0558,50.0329
20.1000,4.1516,-2.0566,50.0322
20.2000,4.1227,-2.0573,50.0315
20.3000,4.0886,-2.0579,50.0308
20.4000,4.0491,-2.0585,50.0301
20.5000,4.0041,-2.0590,50.0294
20.6000,3.9534,-2.0595,50.0288
20.7000,3.8971,-2.0599,50.0282
20.8000,3.8353,-2.0603,50.0277
20.9000,3.7683,-2.0606,50.0272
21.0000,3.6963,-2.0608,50.0268
21.1000,3.6197,-2.0610,50.0264
21.2000,3.5391,-2.0612,50.0261
21.3000,3.4551,-2.0613,50.0259
21.4000,3.3682,-2.0614,50.0258
21.5000,3.2794,-2.0615,50.0258
21.6000,3.1893,-2.0615,50.0259
21.7000,3.0987,-2.0616,50.0261
21.8000,3.0086,-2.0617,50.0264
21.9000,2.9197,-2.0618,50.0268
22.0000,2.8328,-2.0619,50.0273
22.1000,2.7488,-2.0621,50.0278
22.2000,2.6682,-2.0623,50.0285
22.3000,2.5919,-2.0625,50.0293
22.4000,2.5202,-2.0629,50.0301
22.5000,2.4537,-2.0632,50.0311
22.6000,2.3927,-2.0637,50.0321
22.7000,2.3375,-2.0642,50.0331
22.8000,2.2882,-2.0648,50.0342
22.9000,2.2449,-2.0655,50.0354
23.0000,2.2074,-2.0662,50.0366
23.1000,2.1756,-2.0670,50.0378
23.2000,2.1494,-2.0679,50.0390
23.3000,2.1283,-2.0688,50.0403
23.4000,2.1120,-2.0698,50.0415
23.5000,2.1002,-2.0709,50.0428
23.6000,2.0923,-2.0720,50.0440
23.7000,2.0880,-2.0732,50.0451
23.8000,2.0867,-2.0744,50.0462
23.9000,2.0882,-2.0756,50.0473
24.0000,2.0919,-2.0769,50.0483
24.1000,2.0974,-2.0782,50.0493
24.2000,2.1045,-2.0796,50.0501
24.3000,2.1127,-2.0810,50.0509
24.4000,2.1218,-2.0824,50.0516
24.5000,2.1314,-2.0839,50.0523
24.6000,2.1413,-2.0854,50.0528
24.7000,2.1513,-2.0869,50.0532
24.8000,2.1610,-2.0884,50.0536
24.9000,2.1705,-2.0899,50.0538
25.0000,2.1796,-2.0915,50.0539
25.1000,2.1885,-2.0930,50.0540
25.2000,2.1971,-2.0946,50.0539
25.3000,2.2057,-2.0962,50.0537
25.4000,2.2144,-2.0978,50.0534
25.5000,2.2236,-2.0994,50.0531
25.6000,2.2336,-2.1009,50.0526
25.7000,2.2450,-2.1025,50.0521
25.8000,2.2583,-2.1040,50.0515
25.9000,2.2739,-2.1055,50.0509
26.0000,2.2924,-2.1070,50.0502
26.1000,2.3143,-2.1084,50.0495
26.2000,2.3402,-2.1098,50.0488
26.3000,2.3703,-2.1111,50.0481
26.4000,2.4053,-2.1124,50.0473
26.5000,2.4453,-2.1136,50.0466
26.6000,2.4907,-2.1148,50.0459
26.7000,2.5417,-2.1159,50.0453
26.8000,2.5983,-2.1169,50.0447
26.9000,2.6608,-2.1179,50.0441
27.0000,2.7289,-2.1188,50.0436
27.1000,2.8025,-2.1196,50.0432
27.2000,2.8814,-2.1204,50.0429
27.3000,2.9652,-2.1212,50.0426
27.4000,3.0535,-2.1218,50.0425
27.5000,3.1457,-2.1225,50.0424
27.6000,3.2411,-2.1231,50.0425
27.7000,3.3391,-2.1237,50.0427
27.8000,3.4389,-2.1243,50.0429
27.9000,3.5397,-2.1249,50.0433
28.0000,3.6406,-2.1254,50.0438
28.1000,3.7410,-2.1260,50.0444
28.2000,3.8398,-2.1266,50.0452
28.3000,3.9363,-2.1273,50.0460
28.4000,4.0298,-2.1280,50.0469
28.5000,4.1196,-2.1287,50.0480
28.6000,4.2050,-2.1295,50.0491
28.7000,4.2857,-2.1304,50.0503
28.8000,4.3610,-2.1313,50.0515
28.9000,4.4309,-2.1324,50.0529
29.0000,4.4950,-2.1334,50.0543
29.1000,4.5532,-2.1346,50.0557
29.2000,4.6056,-2.1358,50.0572
29.3000,4.6522,-2.1371,50.0587
29.4000,4.6933,-2.1385,50.0602
29.5000,4.7291,-2.1400,50.0618
29.6000,4.7599,-2.1415,50.0633
29.7000,4.7862,-2.1431,50.0648
29.8000,4.8083,-2.1447,50.0663
29.9000,4.8266,-2.1464,50.0677
30.0000,4.8417,-2.1482,50.0691
30.1000,4.8538,-2.1500,50.0704
30.2000,4.8636,-2.1518,50.0717
30.3000,4.8712,-2.1537,50.0730
30.4000,4.8772,-2.1557,50.0741
30.5000,4.8818,-2.1576,50.0752
30.6000,4.8855,-2.1596,50.0762
30.7000,4.8884,-2.1617,50.0771
30.8000,4.8909,-2.1637,50.0779
30.9000,4.8932,-2.1658,50.0786
31.0000,4.8956,-2.1680,50.0792
31.1000,4.8982,-2.1701,50.0797
31.2000,4.9011,-2.1723,50.0801
31.3000,4.9044,-2.1745,50.0805
31.4000,4.9079,-2.1767,50.0807
31.5000,4.9115,-2.1789,50.0808
31.6000,4.9152,-2.1811,50.0808
31.7000,4.9185,-2.1834,50.0807
31.8000,4.9211,-2.1856,50.0805
31.9000,4.9227,-2.1877,50.0803
32.0000,4.9227,-2.1899,50.0799
32.1000,4.9206,-2.1920,50.0795
32.2000,4.9159,-2.1941,50.0791
32.3000,4.9081,-2.1961,50.0786
32.4000,4.8967,-2.1980,50.0781
32.5000,4.8812,-2.1999,50.0775
32.6000,4.8613,-2.2017,50.0770
32.7000,4.8365,-2.2034,50.0764
32.8000,4.8065,-2.2050,50.0758
32.9000,4.7712,-2.2065,50.0753
33.0000,4.7303,-2.2079,50.0748
33.1000,4.6838,-2.2092,50.0743
33.2000,4.6317,-2.2104,50.0738
33.3000,4.5742,-2.2116,50.0734
33.4000,4.5113,-2.2126,50.0730
33.5000,4.4435,-2.2135,50.0727
33.6000,4.3712,-2.2144,50.0725
33.7000,4.2949,-2.2152,50.0724
33.8000,4.2151,-2.2159,50.0723
33.9000,4.1326,-2.2166,50.0723
34.0000,4.0480,-2.2172,50.0724
34.1000,3.9622,-2.2179,50.0726
34.2000,3.8760,-2.2185,50.0729
34.3000,3.7902,-2.2191,50.0733
34.4000,3.7056,-2.2198,50.0738
34.5000,3.6230,-2.2205,50.0744
34.6000,3.5432,-2.2213,50.0751
34.7000,3.4670,-2.2221,50.0759
34.8000,3.3948,-2.2230,50.0767
34.9000,3.3274,-2.2240,50.0777
35.0000,3.2651,-2.2250,50.0787
35.1000,3.2083,-2.2262,50.0798
35.2000,3.1573,-2.2275,50.0809
35.3000,3.1121,-2.2289,50.0821
35.4000,3.0729,-2.2304,50.0834
35.5000,3.0395,-2.2321,50.0847
35.6000,3.0118,-2.2338,50.0860
35.7000,2.9896,-2.2356,50.0873
35.8000,2.9726,-2.2376,50.0886
35.9000,2.9603,-2.2396,50.0900
36.0000,2.9524,-2.2417,50.0913
36.1000,2.9485,-2.2439,50.0925
36.2000,2.9481,-2.2462,50.0938
36.3000,2.9508,-2.2485,50.0950
36.4000,2.9562,-2.2510,50.0961
36.5000,2.9638,-2.2534,50.0972
36.6000,2.9732,-2.2560,50.0982
36.7000,2.9842,-2.2586,50.0992
36.8000,2.9962,-2.2612,50.1001
36.9000,3.0092,-2.2639,50.1009
37.0000,3.0227,-2.2666,50.1016
37.1000,3.0364,-2.2693,50.1022
37.2000,3.0501,-2.2721,50.1027
37.3000,3.0637,-2.2749,50.1031
37.4000,3.0769,-2.2778,50.1034
37.5000,3.0899,-2.2807,50.1036
37.6000,3.1025,-2.2835,50.1037
37.7000,3.1149,-2.2865,50.1037
37.8000,3.1273,-2.2894,50.1036
37.9000,3.1398,-2.2923,50.1034
38.0000,3.1527,-2.2952,50.1031
38.1000,3.1666,-2.2981,50.1028
38.2000,3.1818,-2.3009,50.1023
38.3000,3.1988,-2.3038,50.1018
38.4000,3.2182,-2.3065,50.1013
38.5000,3.2405,-2.3092,50.1007
38.6000,3.2663,-2.3119,50.1001
38.7000,3.2959,-2.3145,50.0994
38.8000,3.3299,-2.3170,50.0988
38.9000,3.3686,-2.3194,50.0981
39.0000,3.4125,-2.3218,50.0975
39.1000,3.4617,-2.3240,50.0969
39.2000,3.5166,-2.3261,50.0963
39.3000,3.5771,-2.3282,50.0958
39.4000,3.6435,-2.3301,50.0953
39.5000,3.7155,-2.3319,50.0949
39.6000,3.7931,-2.3337,50.0946
39.7000,3.8759,-2.3353,50.0944
39.8000,3.9637,-2.3369,50.0942
39.9000,4.0559,-2.3383,50.0942
40.0000,4.1521,-2.3398,50.0942
40.1000,4.2515,-2.3411,50.0944
40.2000,4.3535,-2.3425,50.0946
40.3000,4.4573,-2.3437,50.0950
40.4000,4.5621,-2.3450,50.0955
40.5000,4.6671,-2.3463,50.0961
40.6000,4.7715,-2.3476,50.0969
40.7000,4.8743,-2.3490,50.0977
40.8000,4.9748,-2.3504,50.0987
40.9000,5.0723,-2.3518,50.0997
41.0000,5.1661,-2.3534,50.1009
41.1000,5.2555,-2.3550,50.1021
41.2000,5.3401,-2.3567,50.1034
41.3000,5.4194,-2.3585,50.1048
41.4000,5.4931,-2.3604,50.1063
41.5000,5.5611,-2.3624,50.1078
41.6000,5.6232,-2.3646,50.1094
41.7000,5.6794,-2.3669,50.1110
41.8000,5.7298,-2.3692,50.1127
41.9000,5.7747,-2.3717,50.1143
42.0000,5.8142,-2.3743,50.1160
42.1000,5.8488,-2.3770,50.1177
42.2000,5.8788,-2.3798,50.1193
42.3000,5.9046,-2.3827,50.1209
42.4000,5.9266,-2.3856,50.1225
42.5000,5.9453,-2.3887,50.1240
42.6000,5.9611,-2.3918,50.1255
42.7000,5.9745,-2.3950,50.1270
42.8000,5.9858,-2.3982,50.1283
42.9000,5.9954,-2.4015,50.1296
43.0000,6.0037,-2.4049,50.1308
43.1000,6.0109,-2.4083,50.1320
43.2000,6.0174,-2.4118,50.1330
43.3000,6.0235,-2.4153,50.1340
43.4000,6.0294,-2.4188,50.1348
43.5000,6.0354,-2.4224,50.1356
43.6000,6.0416,-2.4260,50.1362
43.7000,6.0481,-2.4297,50.1368
43.8000,6.0548,-2.4334,50.1372
43.9000,6.0619,-2.4371,50.1376
44.0000,6.0691,-2.4408,50.1378
44.1000,6.0763,-2.4445,50.1380
44.2000,6.0831,-2.4482,50.1381
44.3000,6.0893,-2.4519,50.1380
44.4000,6.0945,-2.4556,50.1379
44.5000,6.0980,-2.4592,50.1377
44.6000,6.0995,-2.4628,50.1375
44.7000,6.0983,-2.4662,50.1372
44.8000,6.0941,-2.4697,50.1368
44.9000,6.0863,-2.4730,50.1364
45.0000,6.0744,-2.4762,50.1360
45.1000,6.0581,-2.4792,50.1356
45.2000,6.0369,-2.4822,50.1352
45.3000,6.0106,-2.4850,50.1347
45.4000,5.9789,-2.4877,50.1343
45.5000,5.9417,-2.4903,50.1339
45.6000,5.8989,-2.4927,50.1335
45.7000,5.8505,-2.4949,50.1332
45.8000,5.7967,-2.4970,50.1329
45.9000,5.7376,-2.4990,50.1327
46.0000,5.6736,-2.5008,50.1325
46.1000,5.6051,-2.5026,50.1324
46.2000,5.5325,-2.5042,50.1323
46.3000,5.4566,-2.5057,50.1324
46.4000,5.3779,-2.5072,50.1325
46.5000,5.2971,-2.5086,50.1327
46.6000,5.2152,-2.5100,50.1330
46.7000,5.1328,-2.5113,50.1334
46.8000,5.0508,-2.5127,50.1339
46.9000,4.9700,-2.5141,50.1345
47.0000,4.8912,-2.5156,50.1352
47.1000,4.8153,-2.5171,50.1359
47.2000,4.7428,-2.5187,50.1368
47.3000,4.6745,-2.5204,50.1377
47.4000,4.6108,-2.5223,50.1387
47.5000,4.5522,-2.5243,50.1398
47.6000,4.4992,-2.5264,50.1409
47.7000,4.4518,-2.5286,50.1422
47.8000,4.4103,-2.5311,50.1434
47.9000,4.3747,-2.5336,50.1447
48.0000,4.3449,-2.5363,50.1461
48.1000,4.3208,-2.5392,50.1474
48.2000,4.3021,-2.5422,50.1488
48.3000,4.2886,-2.5454,50.1502
48.4000,4.2799,-2.5487,50.1515
48.5000,4.2755,-2.5521,50.1529
48.6000,4.2750,-2.5556,50.1542
48.7000,4.2781,-2.5593,50.1555
48.8000,4.2842,-2.5630,50.1567
48.9000,4.2930,-2.5668,50.1579
49.0000,4.3040,-2.5707,50.1591
49.1000,4.3168,-2.5747,50.1601
49.2000,4.3311,-2.5788,50.1611
49.3000,4.3465,-2.5829,50.1620
49.4000,4.3628,-2.5871,50.1629
49.5000,4.3796,-2.5913,50.1636
49.6000,4.3966,-2.5956,50.1643
49.7000,4.4137,-2.6000,50.1648
49.8000,4.4305,-2.6043,50.1653
49.9000,4.4471,-2.6088,50.1656
50.0000,4.4633,-2.6132,50.1659
50.1000,4.4792,-2.6177,50.1660
50.2000,4.4949,-2.6222,50.1660
50.3000,4.5105,-2.6267,50.1660
50.4000,4.5263,-2.6312,50.1658
50.5000,4.5425,-2.6357,50.1656
50.6000,4.5596,-2.6402,50.1653
50.7000,4.5781,-2.6446,50.1649
50.8000,4.5984,-2.6490,50.1644
50.9000,4.6211,-2.6533,50.1639
51.0000,4.6467,-2.6575,50.1633
51.1000,4.6757,-2.6617,50.1628
51.2000,4.7086,-2.6657,50.1622
51.3000,4.7459,-2.6697,50.1616
51.4000,4.7880,-2.6735,50.1610
51.5000,4.8352,-2.6772,50.1604
51.6000,4.8878,-2.6807,50.1598
51.7000,4.9460,-2.6842,50.1593
51.8000,5.0100,-2.6874,50.1588
51.9000,5.0798,-2.6906,50.1584
52.0000,5.1552,-2.6936,50.1581
52.1000,5.2363,-2.6964,50.1578
52.2000,5.3226,-2.6992,50.1576
52.3000,5.4139,-2.7018,50.1576
52.4000,5.5096,-2.7043,50.1576
52.5000,5.6093,-2.7067,50.1577
52.6000,5.7123,-2.7090,50.1579
52.7000,5.8179,-2.7113,50.1583
52.8000,5.9252,-2.7135,50.1587
52.9000,6.0336,-2.7157,50.1593
53.0000,6.1422,-2.7179,50.1600
53.1000,6.2501,-2.7202,50.1608
53.2000,6.3565,-2.7225,50.1618
53.3000,6.4606,-2.7248,50.1628
53.4000,6.5616,-2.7272,50.1640
53.5000,6.6589,-2.7298,50.1652
53.6000,6.7518,-2.7324,50.1666
53.7000,6.8398,-2.7352,50.1680
53.8000,6.9226,-2.7381,50.1695
53.9000,6.9998,-2.7412,50.1711
54.0000,7.0711,-2.7444,50.1727
54.1000,7.1366,-2.7478,50.1744
54.2000,7.1961,-2.7513,50.1762
54.3000,7.2499,-2.7550,50.1779
54.4000,7.2981,-2.7589,50.1797
54.5000,7.3409,-2.7629,50.1815
54.6000,7.3787,-2.7670,50.1833
54.7000,7.4119,-2.7712,50.1851
54.8000,7.4409,-2.7756,50.1868
54.9000,7.4661,-2.7801,50.1885
55.0000,7.4880,-2.7847,50.1902
55.1000,7.5070,-2.7894,50.1918
55.2000,7.5235,-2.7942,50.1933
55.3000,7.5379,-2.7991,50.1948
55.4000,7.5506,-2.8040,50.1962
55.5000,7.5620,-2.8091,50.1976
55.6000,7.5723,-2.8142,50.1988
55.7000,7.5819,-2.8193,50.2000
55.8000,7.5910,-2.8245,50.2011
55.9000,7.6000,-2.8298,50.2021
56.0000,7.6090,-2.8352,50.2030
56.1000,7.6183,-2.8406,50.2037
56.2000,7.6278,-2.8460,50.2044
56.3000,7.6377,-2.8515,50.2050
56.4000,7.6478,-2.8570,50.2055
56.5000,7.6580,-2.8625,50.2058
56.6000,7.6682,-2.8680,50.2061
56.7000,7.6781,-2.8735,50.2063
56.8000,7.6874,-2.8790,50.2064
56.9000,7.6955,-2.8844,50.2064
57.0000,7.7021,-2.8898,50.2063
57.1000,7.7066,-2.8951,50.2062
57.2000,7.7086,-2.9003,50.2060
57.3000,7.7074,-2.9054,50.2058
57.4000,7.7027,-2.9103,50.2055
57.5000,7.6939,-2.9151,50.2052
57.6000,7.6807,-2.9198,50.2049
57.7000,7.6627,-2.9242,50.2046
57.8000,7.6395,-2.9285,50.2043
57.9000,7.6110,-2.9326,50.2040
58.0000,7.5770,-2.9365,50.2037
58.1000,7.5374,-2.9402,50.2034
58.2000,7.4923,-2.9437,50.2032
58.3000,7.4417,-2.9469,50.2030
58.4000,7.3859,-2.9500,50.2028
58.5000,7.3252,-2.9530,50.2027
58.6000,7.2600,-2.9557,50.2027
58.7000,7.1908,-2.9583,50.2028
58.8000,7.1182,-2.9608,50.2029
58.9000,7.0428,-2.9632,50.2031
59.0000,6.9655,-2.9655,50.2034
59.1000,6.8869,-2.9677,50.2037
59.2000,6.8079,-2.9700,50.2042
59.3000,6.7292,-2.9722,50.2047
59.4000,6.6518,-2.9745,50.2053
59.5000,6.5765,-2.9768,50.2060
59.6000,6.5039,-2.9793,50.2068
59.7000,6.4347,-2.9818,50.2077
59.8000,6.3697,-2.9845,50.2087
59.9000,6.3093,-2.9874,50.2097
60.0000,6.2540,-2.9904,50.2108
60.1000,6.2042,-2.9936,50.2120
60.2000,6.1600,-2.9970,50.2132
60.3000,6.1217,-3.0006,50.2145
60.4000,6.0893,-3.0044,50.2158
60.5000,6.0626,-3.0084,50.2171
60.6000,6.0416,-3.0127,50.2185
60.7000,6.0260,-3.0171,50.2199
60.8000,6.0155,-3.0217,50.2212
60.9000,6.0097,-3.0264,50.2226
61.0000,6.0083,-3.0314,50.2239
61.1000,6.0108,-3.0365,50.2253
61.2000,6.0168,-3.0417,50.2265
61.3000,6.0259,-3.0471,50.2278
61.4000,6.0375,-3.0526,50.2290
61.5000,6.0514,-3.0582,50.2301
61.6000,6.0671,-3.0639,50.2311
61.7000,6.0842,-3.0697,50.2321
61.8000,6.1025,-3.0756,50.2330
61.9000,6.1216,-3.0816,50.2339
62.0000,6.1412,-3.0876,50.2346
62.1000,6.1610,-3.0937,50.2352
62.2000,6.1809,-3.0999,50.2358
62.3000,6.2005,-3.1061,50.2362
62.4000,6.2198,-3.1124,50.2366
62.5000,6.2388,-3.1187,50.2368
62.6000,6.2574,-3.1251,50.2369
62.7000,6.2759,-3.1315,50.2369
62.8000,6.2942,-3.1379,50.2369
62.9000,6.3127,-3.1443,50.2367
63.0000,6.3317,-3.1507,50.2365
63.1000,6.3516,-3.1570,50.2361
63.2000,6.3728,-3.1633,50.2357
63.3000,6.3958,-3.1695,50.2352
63.4000,6.4213,-3.1757,50.2347
63.5000,6.4496,-3.1817,50.2342
63.6000,6.4814,-3.1876,50.2336
63.7000,6.5171,-3.1934,50.2330
63.8000,6.5572,-3.1991,50.2324
63.9000,6.6021,-3.2046,50.2318
64.0000,6.6522,-3.2099,50.2312
64.1000,6.7077,-3.2150,50.2306
64.2000,6.7688,-3.2200,50.2301
64.3000,6.8357,-3.2248,50.2296
64.4000,6.9084,-3.2294,50.2292
64.5000,6.9868,-3.2338,50.2289
64.6000,7.0708,-3.2380,50.2286
64.7000,7.1602,-3.2421,50.2285
64.8000,7.2545,-3.2460,50.2284
64.9000,7.3534,-3.2497,50.2284
65.0000,7.4561,-3.2534,50.2286
65.1000,7.5622,-3.2569,50.2289
65.2000,7.6709,-3.2603,50.2292
65.3000,7.7814,-3.2637,50.2297
65.4000,7.8929,-3.2671,50.2303
65.5000,8.0046,-3.2705,50.2311
65.6000,8.1157,-3.2739,50.2320
65.7000,8.2252,-3.2774,50.2329
65.8000,8.3324,-3.2810,50.2340
65.9000,8.4365,-3.2846,50.2353
66.0000,8.5368,-3.2884,50.2366
66.1000,8.6328,-3.2924,50.2380
66.2000,8.7239,-3.2965,50.2395
66.3000,8.8096,-3.3008,50.2411
66.4000,8.8897,-3.3053,50.2427
